iso3c,country,year,current_account_pct_gdp,reserves_months_imports,inflation_cpi_pct,gov_debt_pct_gdp,fiscal_balance_pct_gdp,gdp_usd_current,gdp_growth_real_pct,gdp_per_capita_usd
TZA,Tanzania,2024,,,3.05694676312369,,-2.36786699395357,78779864877.3018,5.5263138305945,1185.74548339844
UGA,Uganda,2024,-7.82594194670093,,3.32338067086562,,,53651874313.9836,6.13645201846398,1072.71369837695
UKR,Ukraine,2024,-8.35267612697797,5.02305740717736,6.50198464669252,,,190741263731.535,2.91382221470535,5389.47314453125
URY,Uruguay,2024,-1.03438223050345,7.74612629275706,4.84914366613156,,,80961511073.5797,3.10825478066172,23906.5133029408
USA,United States,2024,-4.06132762535682,1.94032058064746,2.94952520485207,,,29184890000000.0,2.79619035621393,85809.9003846356
UZB,Uzbekistan,2024,-4.97241744151707,10.278127095659,9.62825465956682,,,114965293466.611,6.49999999997677,3161.70010632875
VCT,St. Vincent and the Grenadines,2024,-13.5316272891956,5.76068496774797,3.62770736940929,,,1157207407.40741,4.06183490050209,11501.2265187188
VEN,"Venezuela, RB",2016,,3.65381748319002,254.948534781815,,,,,
VIR,Virgin Islands (U.S.),2022,,,,,,4672000000.0,-1.31123206333498,44320.909185774
VNM,Viet Nam,2024,5.88742504866573,2.37429301997203,3.62109273885847,,,476388230307.175,7.09118746633975,4717.29028732449
VUT,Vanuatu,2024,,,,,,1161251868.03498,3.96725830607052,3542.81071592874
WLD,World,2024,,8.6296842274208,2.94952520485207,,,111252997846886.0,2.86326302627853,13663.9924550685
WSM,Samoa,2024,7.38046891607299,10.0334955658475,2.17245530514378,,,1068025243.63929,9.42235044158694,4898.77140817676
XKX,Kosovo,2024,,,1.61944994559479,,,11148602232.663,4.41273828755084,7299.43498083118
YEM,"Yemen, Rep.",2018,,,,,,21606160663.0131,0.752447591972881,633.887202450998
ZAF,South Africa,2024,-0.644219899543718,5.67102712164407,4.36115246518963,,,400260724226.067,0.579853692303914,6253.37158194543
ZMB,Zambia,2024,,,14.9856262747939,,,26325775287.0226,4.0431482994443,1235.08466482514
ZWE,Zimbabwe,2024,,,,,,44187704410.1191,2.02948414337123,2656.40937654332
